idx,run,n_correct,n_parseable,pass1,pass8,avg_response_len,has_marker_count,marker_rate,min_rel_err,avg_rel_err,has_near_miss,consistency,most_common_pred,gibberish_count
1032,baseline,0,0,False,False,310.0,0,0.0,,,0,0.0,,1
1033,baseline,1,6,False,True,370.0,6,0.75,0.16666666666666666,23.26666666666667,0,0.5,35,0
1034,baseline,1,2,False,True,190.125,2,0.25,0.7,0.7,0,0.125,15,1
1035,baseline,0,0,False,False,305.25,0,0.0,,,0,0.0,,0
1036,baseline,0,0,False,False,338.75,0,0.0,,,0,0.0,,0
1037,baseline,0,4,False,False,224.5,4,0.5,0.03571428571428571,0.08333333333333331,1,0.25,81,1
1038,baseline,0,6,False,False,210.5,6,0.75,0.02564102564102564,0.21794871794871795,1,0.25,66,0
1039,baseline,0,0,False,False,269.375,0,0.0,,,0,0.0,,0
1040,baseline,0,0,False,False,171.625,0,0.0,,,0,0.0,,0
1041,baseline,0,2,False,False,360.375,2,0.25,0.3333333333333333,9.666666666666666,0,0.125,60,0
1042,baseline,0,4,False,False,286.375,4,0.5,0.14285714285714285,0.6214285714285714,0,0.125,60,0
1043,baseline,1,5,True,True,374.25,5,0.625,0.3333333333333333,0.3333333333333333,0,0.5,120,0
1044,baseline,0,1,False,False,375.375,1,0.125,8.12,8.12,0,0.125,228,1
1045,baseline,0,1,False,False,162.25,1,0.125,5.333333333333333,5.333333333333333,0,0.125,19,3
1046,baseline,0,4,False,False,457.625,4,0.5,0.25,0.665625,0,0.125,120,0
1047,baseline,0,6,False,False,315.875,6,0.75,0.5238095238095238,10.190476190476192,0,0.125,1120,0
1048,baseline,0,0,False,False,250.875,0,0.0,,,0,0.0,,1
1049,baseline,2,7,True,True,278.125,7,0.875,0.42857142857142855,1.6357142857142857,0,0.25,56,0
1050,baseline,0,0,False,False,352.375,0,0.0,,,0,0.0,,0
1051,baseline,0,4,False,False,410.5,4,0.5,0.043478260869565216,0.11956521739130435,1,0.125,25,0
1052,baseline,3,4,False,True,292.5,4,0.5,0.5454545454545454,0.5454545454545454,0,0.375,220,0
1053,baseline,0,0,False,False,147.375,0,0.0,,,0,0.0,,1
1054,baseline,0,1,False,False,258.25,1,0.125,0.711864406779661,0.711864406779661,0,0.125,17,1
1055,baseline,0,3,False,False,260.75,3,0.375,0.2,0.43333333333333335,0,0.25,12,0
1056,baseline,0,2,False,False,222.0,2,0.25,0.13020833333333334,0.5338541666666666,0,0.125,144,0
1057,baseline,0,8,False,False,310.875,8,1.0,0.5,2.21875,0,0.5,2,0
1058,baseline,0,7,False,False,351.75,7,0.875,0.6666666666666666,0.6666666666666666,0,0.875,90,0
1059,baseline,0,0,False,False,264.125,0,0.0,,,0,0.0,,1
1060,baseline,0,2,False,False,228.75,2,0.25,2.0,3.8,0,0.125,30,0
1061,baseline,0,7,False,False,284.75,7,0.875,0.12871287128712872,0.6082036775106082,0,0.25,148,0
1062,baseline,0,1,False,False,245.375,1,0.125,4.8,4.8,0,0.125,580,1
1063,baseline,0,0,False,False,192.375,0,0.0,,,0,0.0,,0
1064,baseline,6,7,True,True,296.5,7,0.875,0.5294117647058824,0.5294117647058824,0,0.75,34,0
1065,baseline,0,2,False,False,258.75,2,0.25,0.8287671232876712,0.8815068493150685,0,0.125,1250,0
1066,baseline,0,5,False,False,287.25,5,0.625,0.14285714285714285,0.14285714285714285,0,0.625,120,1
1067,baseline,0,2,False,False,333.25,2,0.25,1.0,129.5,0,0.125,259,0
1068,baseline,0,2,False,False,219.875,2,0.25,0.22857142857142856,0.22857142857142856,0,0.25,215,0
1069,baseline,4,6,True,True,275.25,6,0.75,0.8095238095238095,2.0476190476190474,0,0.5,84,0
1070,baseline,0,6,False,False,425.875,6,0.75,0.11666666666666667,0.5683888888888889,0,0.25,2400,0
1071,baseline,3,8,False,True,398.0,8,1.0,0.5833333333333334,0.7,0,0.375,1.5,0
1072,baseline,0,0,False,False,201.25,0,0.0,,,0,0.0,,0
1073,baseline,3,7,False,True,315.125,7,0.875,3.0,3.5,0,0.375,6,0
1074,baseline,0,5,False,False,284.625,5,0.625,0.7647058823529411,1.0941176470588234,0,0.25,45,0
1075,baseline,0,4,False,False,268.25,4,0.5,0.3333333333333333,1.9833333333333334,0,0.125,6,0
1076,baseline,0,6,False,False,447.25,6,0.75,0.5306666666666666,0.6982222222222222,0,0.25,750,1
1077,baseline,2,6,False,True,237.625,6,0.75,0.2,0.5,0,0.25,5,1
1078,baseline,0,6,False,False,145.0,6,0.75,0.2,0.3333333333333333,0,0.5,6,1
1079,baseline,0,1,False,False,258.625,1,0.125,3.0,3.0,0,0.125,80,0
1080,baseline,0,4,False,False,323.75,4,0.5,0.1111111111111111,0.6944444444444445,0,0.125,28,0
1081,baseline,0,1,False,False,273.625,1,0.125,34.0,34.0,0,0.125,140,0
1082,baseline,0,0,False,False,433.25,0,0.0,,,0,0.0,,0
1083,baseline,0,4,False,False,331.25,4,0.5,0.07692307692307693,0.1282051282051282,1,0.125,69,1
1084,baseline,0,0,False,False,330.25,0,0.0,,,0,0.0,,2
1085,baseline,1,4,True,True,282.75,4,0.5,2.0,5.666666666666667,0,0.125,1,0
1086,baseline,0,2,False,False,224.875,2,0.25,0.3333333333333333,0.3333333333333333,0,0.25,80,0
1087,baseline,4,6,True,True,248.0,6,0.75,27.8,133.4,0,0.5,15,0
1088,baseline,0,4,False,False,308.25,4,0.5,0.21428571428571427,0.7834821428571428,0,0.25,25,1
1089,baseline,0,1,False,False,306.125,1,0.125,0.2553191489361702,0.2553191489361702,0,0.125,840,0
1090,baseline,0,0,False,False,318.125,0,0.0,,,0,0.0,,0
1091,baseline,0,0,False,False,172.5,0,0.0,,,0,0.0,,1
1092,baseline,0,5,False,False,197.5,5,0.625,0.125,0.403125,0,0.125,37.50,1
1093,baseline,0,4,False,False,243.625,4,0.5,0.5,0.625,0,0.25,22500,2
1094,baseline,0,0,False,False,107.375,0,0.0,,,0,0.0,,3
1095,baseline,0,0,False,False,274.0,0,0.0,,,0,0.0,,0
1096,baseline,0,2,False,False,258.375,2,0.25,0.2,0.21666666666666667,0,0.125,185,2
1097,baseline,0,1,False,False,239.125,1,0.125,0.3333333333333333,0.3333333333333333,0,0.125,4,0
1098,baseline,0,4,False,False,237.875,4,0.5,0.7777777777777778,2.3452380952380953,0,0.125,42,0
1099,baseline,0,1,False,False,569.875,1,0.125,0.82,0.82,0,0.125,720,0
1100,baseline,2,2,False,True,142.75,2,0.25,,,0,0.25,24,1
1101,baseline,0,0,False,False,367.625,0,0.0,,,0,0.0,,0
1102,baseline,0,3,False,False,328.375,3,0.375,22.2,104.06666666666666,0,0.125,200,0
1103,baseline,0,8,False,False,281.25,8,1.0,0.5555555555555556,6.444444444444445,0,0.25,64,0
1104,baseline,0,2,False,False,333.875,2,0.25,0.2857142857142857,0.7142857142857142,0,0.125,60,0
1105,baseline,6,7,True,True,191.625,7,0.875,9.0,9.0,0,0.75,1000,1
1106,baseline,0,0,False,False,159.375,0,0.0,,,0,0.0,,0
1107,baseline,1,4,False,True,352.25,4,0.5,0.18699186991869918,0.5067750677506776,0,0.125,146,0
1108,baseline,0,6,False,False,302.75,6,0.75,0.03571428571428571,0.27678571428571425,1,0.375,108,0
1109,baseline,6,6,True,True,228.5,6,0.75,,,0,0.75,80,0
1110,baseline,0,2,False,False,308.25,2,0.25,3.0,8.7,0,0.125,80,0
1111,baseline,0,3,False,False,172.75,3,0.375,0.42857142857142855,0.42857142857142855,0,0.375,160,0
1112,baseline,7,8,True,True,311.625,8,1.0,3.1,3.1,0,0.875,10,0
1113,baseline,0,0,False,False,172.5,0,0.0,,,0,0.0,,3
1114,baseline,8,8,True,True,224.375,8,1.0,,,0,1.0,4500,0
1115,baseline,2,5,False,True,430.75,5,0.625,0.5,0.6666666666666666,0,0.25,20,0
1116,baseline,5,6,True,True,238.0,6,0.75,0.8823529411764706,0.8823529411764706,0,0.625,17,0
1117,baseline,0,5,False,False,351.75,5,0.625,1.7142857142857142,1.971428571428571,0,0.375,19,0
1118,baseline,0,1,False,False,348.75,1,0.125,8.34375,8.34375,0,0.125,1495,0
1119,baseline,0,3,False,False,392.625,3,0.375,0.8333333333333334,12.944444444444443,0,0.125,5,0
1120,baseline,0,0,False,False,119.625,0,0.0,,,0,0.0,,2
1121,baseline,0,3,False,False,342.25,3,0.375,0.8666666666666667,13.088888888888889,0,0.125,186,0
1122,baseline,0,3,False,False,433.0,3,0.375,0.6666666666666666,0.7555555555555555,0,0.25,3,0
1123,baseline,0,0,False,False,316.875,0,0.0,,,0,0.0,,0
1124,baseline,0,0,False,False,164.125,0,0.0,,,0,0.0,,4
1125,baseline,3,7,False,True,294.75,7,0.875,0.5333333333333333,0.7833333333333333,0,0.375,15,0
1126,baseline,0,4,False,False,230.375,4,0.5,0.8333333333333334,1.0798611111111112,0,0.125,800,0
1127,baseline,8,8,True,True,276.5,8,1.0,,,0,1.0,16,0
1128,baseline,0,0,False,False,123.0,0,0.0,,,0,0.0,,0
1129,baseline,6,6,True,True,257.375,6,0.75,,,0,0.75,27,0
1130,baseline,0,0,False,False,195.375,0,0.0,,,0,0.0,,0
1131,baseline,0,5,False,False,419.625,5,0.625,5.5,40.0,0,0.125,16,0
1132,baseline,0,4,False,False,220.75,4,0.5,0.46153846153846156,0.8461538461538461,0,0.25,4,0
1133,baseline,2,7,False,True,279.125,7,0.875,0.9833333333333333,1.8966666666666665,0,0.375,190,0
1134,baseline,0,7,False,False,256.125,7,0.875,0.2,11.471428571428573,0,0.125,20,0
1135,baseline,0,7,False,False,319.75,7,0.875,0.09090909090909091,1.2532467532467533,1,0.375,320,0
1136,baseline,0,3,False,False,166.875,3,0.375,0.5714285714285714,0.7301587301587302,0,0.25,8,1
1137,baseline,0,0,False,False,297.0,0,0.0,,,0,0.0,,1
1138,baseline,0,4,False,False,312.0,4,0.5,0.6428571428571429,0.7410714285714285,0,0.25,24,0
1139,baseline,0,3,False,False,352.125,3,0.375,0.25,0.3333333333333333,0,0.125,3,0
1140,baseline,0,2,False,False,307.75,2,0.25,0.2,0.4,0,0.125,48,0
1141,baseline,0,1,False,False,267.25,1,0.125,9.0,9.0,0,0.125,110,2
1142,baseline,0,0,False,False,233.375,0,0.0,,,0,0.0,,0
1143,baseline,1,5,False,True,341.625,5,0.625,0.5,0.6375,0,0.25,2,0
1144,baseline,0,1,False,False,226.5,1,0.125,2518.4444444444443,2518.4444444444443,0,0.125,22675,2
1145,baseline,0,0,False,False,217.75,0,0.0,,,0,0.0,,2
1146,baseline,1,5,False,True,275.125,5,0.625,0.043478260869565216,0.48913043478260865,1,0.25,20,0
1147,baseline,0,2,False,False,359.25,2,0.25,0.21621621621621623,0.40540540540540543,0,0.125,1350,1
1148,baseline,0,5,False,False,388.0,5,0.625,1.2564102564102564,2.0807692307692305,0,0.375,520,0
1149,baseline,0,0,False,False,496.5,0,0.0,,,0,0.0,,0
1150,baseline,2,5,False,True,163.625,5,0.625,0.02857142857142857,0.02857142857142857,1,0.375,72,1
1151,baseline,0,5,False,False,209.0,5,0.625,0.029411764705882353,0.047058823529411764,1,0.375,32,0
1152,baseline,1,5,False,True,272.25,5,0.625,0.06666666666666667,0.15000000000000002,1,0.25,72,0
1153,baseline,0,0,False,False,294.5,0,0.0,,,0,0.0,,0
1154,baseline,0,4,False,False,193.875,4,0.5,0.3333333333333333,0.4444444444444444,0,0.25,90,1
1155,baseline,1,3,False,True,215.625,3,0.375,0.375,0.40625,0,0.125,9,0
1156,baseline,2,2,True,True,553.0,2,0.25,,,0,0.25,15,0
1157,baseline,0,0,False,False,332.75,0,0.0,,,0,0.0,,0
1158,baseline,0,2,False,False,136.75,2,0.25,0.1837270341207349,0.18503937007874016,0,0.125,620,0
1159,baseline,0,0,False,False,154.625,0,0.0,,,0,0.0,,4
1160,baseline,2,4,True,True,504.25,4,0.5,0.21428571428571427,0.21428571428571427,0,0.25,70,1
1161,baseline,3,5,False,True,203.125,5,0.625,0.35,0.55,0,0.375,100,0
1162,baseline,0,0,False,False,248.0,0,0.0,,,0,0.0,,1
1163,baseline,0,0,False,False,144.0,0,0.0,,,0,0.0,,1
1164,baseline,0,7,False,False,270.125,7,0.875,0.46153846153846156,0.6945054945054945,0,0.5,4200,1
1165,baseline,1,5,False,True,274.875,5,0.625,0.038461538461538464,1.1442307692307692,1,0.125,88,0
1166,baseline,0,7,False,False,275.5,7,0.875,1.0,8.571428571428571,0,0.5,20,0
1167,baseline,0,1,False,False,382.75,1,0.125,3.0,3.0,0,0.125,12,0
1168,baseline,7,8,True,True,361.625,8,1.0,0.5,0.5,0,0.875,360,0
1169,baseline,0,0,False,False,373.875,0,0.0,,,0,0.0,,1
1170,baseline,0,8,False,False,327.75,8,1.0,0.03125,1.35703125,1,0.25,1200,0
1171,baseline,0,3,False,False,236.5,3,0.375,0.8979591836734694,2.4761904761904763,0,0.125,10,1
1172,baseline,0,0,False,False,351.75,0,0.0,,,0,0.0,,0
1173,baseline,0,5,False,False,355.75,5,0.625,0.14285714285714285,0.41142857142857137,0,0.125,25,0
1174,baseline,0,2,False,False,438.0,2,0.25,0.8,1.4,0,0.125,15,0
1175,baseline,0,0,False,False,253.75,0,0.0,,,0,0.0,,0
1176,baseline,0,6,False,False,248.375,6,0.75,0.16666666666666666,12.486111111111112,0,0.25,450,0
1177,baseline,0,0,False,False,236.25,0,0.0,,,0,0.0,,1
1178,baseline,0,4,False,False,297.875,4,0.5,0.25,0.65625,0,0.25,80,0
1179,baseline,1,2,False,True,283.0,2,0.25,2.0,2.0,0,0.125,4,1
1180,baseline,4,7,False,True,272.875,7,0.875,4.0,6.666666666666667,0,0.5,200,0
1181,baseline,0,0,False,False,327.625,0,0.0,,,0,0.0,,0
1182,baseline,0,0,False,False,291.375,0,0.0,,,0,0.0,,0
1183,baseline,0,2,False,False,319.125,2,0.25,0.7,0.8,0,0.125,1,0
1184,baseline,0,0,False,False,320.25,0,0.0,,,0,0.0,,1
1185,baseline,0,0,False,False,304.0,0,0.0,,,0,0.0,,0
1186,baseline,0,2,False,False,259.0,2,0.25,0.2,0.4125,0,0.125,48,0
1187,baseline,0,5,False,False,486.5,5,0.625,0.16666666666666666,2.2,0,0.125,30,0
1188,baseline,0,3,False,False,206.25,3,0.375,0.125,0.6458333333333334,0,0.125,2,0
1189,baseline,0,2,False,False,312.375,2,0.25,0.95,0.96,0,0.125,3,0
1190,baseline,0,5,False,False,339.0,5,0.625,0.375,0.52625,0,0.125,52,0
1191,baseline,5,7,True,True,237.0,7,0.875,0.7142857142857143,0.7857142857142857,0,0.625,35,0
1192,baseline,0,2,False,False,237.875,2,0.25,0.12244897959183673,0.5306122448979592,0,0.125,55,0
1193,baseline,0,8,False,False,269.25,8,1.0,0.03773584905660377,0.05660377358490566,1,0.75,55,0
1194,baseline,0,6,False,False,302.0,6,0.75,0.6224489795918368,1.047619047619048,0,0.25,36,0
1195,baseline,1,4,False,True,263.125,4,0.5,0.8,0.93,0,0.125,0.05,0
1196,baseline,0,2,False,False,475.125,2,0.25,0.046296296296296294,0.16435185185185183,1,0.125,11300,0
1197,baseline,0,0,False,False,178.25,0,0.0,,,0,0.0,,1
1198,baseline,0,1,False,False,243.25,1,0.125,0.1,0.1,0,0.125,45,0
1199,baseline,0,5,False,False,261.375,5,0.625,0.11764705882352941,0.6823529411764706,0,0.125,19,1
1200,baseline,0,3,False,False,325.0,3,0.375,0.5789473684210527,0.7894736842105264,0,0.25,2,0
1201,baseline,0,0,False,False,224.5,0,0.0,,,0,0.0,,1
1202,baseline,0,1,False,False,246.75,1,0.125,0.6666666666666666,0.6666666666666666,0,0.125,28,2
1203,baseline,1,5,False,True,290.625,5,0.625,0.3956043956043956,1.1758241758241759,0,0.25,35,0
1204,baseline,0,0,False,False,221.75,0,0.0,,,0,0.0,,0
1205,baseline,0,3,False,False,282.75,3,0.375,2.25,4.0,0,0.125,13,0
1206,baseline,0,2,False,False,460.875,2,0.25,0.037037037037037035,0.08641975308641975,1,0.125,168,0
1207,baseline,0,0,False,False,142.25,0,0.0,,,0,0.0,,2
1208,baseline,0,1,False,False,302.75,1,0.125,0.6666666666666666,0.6666666666666666,0,0.125,120,1
1209,baseline,0,6,False,False,314.0,6,0.75,0.375,19.020833333333332,0,0.125,10,0
1210,baseline,6,7,True,True,195.5,7,0.875,0.2,0.2,0,0.75,10,0
1211,baseline,0,2,False,False,328.375,2,0.25,0.5866666666666667,1.06,0,0.125,760,2
1212,baseline,0,0,False,False,235.0,0,0.0,,,0,0.0,,1
1213,baseline,0,0,False,False,209.5,0,0.0,,,0,0.0,,1
1214,baseline,0,1,False,False,400.625,1,0.125,0.9972542372881356,0.9972542372881356,0,0.125,324,0
1215,baseline,0,0,False,False,252.125,0,0.0,,,0,0.0,,0
1216,baseline,0,0,False,False,295.25,0,0.0,,,0,0.0,,0
1217,baseline,3,7,False,True,186.375,7,0.875,0.125,0.3375,0,0.375,160,0
1218,baseline,0,7,False,False,270.875,7,0.875,0.38461538461538464,0.6703296703296704,0,0.25,25,0
1219,baseline,0,4,False,False,361.5,4,0.5,0.3333333333333333,2.1944444444444446,0,0.125,144,1
1220,baseline,0,3,False,False,227.75,3,0.375,0.4375,0.53125,0,0.25,90,1
1221,baseline,1,5,False,True,325.625,5,0.625,0.044444444444444446,0.18333333333333332,1,0.25,235,0
1222,baseline,0,5,False,False,227.625,5,0.625,0.8,0.8,0,0.625,30,0
1223,baseline,0,1,False,False,260.125,1,0.125,0.08333333333333333,0.08333333333333333,1,0.125,13,1
1224,baseline,0,5,False,False,365.375,5,0.625,0.11764705882352941,0.40588235294117647,0,0.125,10,0
1225,baseline,0,4,False,False,431.75,4,0.5,0.12101910828025478,0.4697452229299363,0,0.125,138,0
1226,baseline,0,0,False,False,385.375,0,0.0,,,0,0.0,,0
1227,baseline,0,8,False,False,264.25,8,1.0,0.25,8.578125,0,0.125,84,0
1228,baseline,0,4,False,False,415.75,4,0.5,0.22448979591836735,1.5051020408163267,0,0.125,22,0
1229,baseline,0,0,False,False,221.5,0,0.0,,,0,0.0,,2
1230,baseline,0,4,False,False,376.5,4,0.5,0.6,1.7999999999999998,0,0.25,10,0
1231,baseline,0,0,False,False,230.25,0,0.0,,,0,0.0,,1
1232,baseline,0,3,False,False,305.125,3,0.375,0.3333333333333333,0.5222222222222223,0,0.125,400,0
1233,baseline,1,7,False,True,371.625,7,0.875,0.9545454545454546,1.1454545454545455,0,0.5,5,0
1234,baseline,0,0,False,False,74.25,0,0.0,,,0,0.0,,1
1235,baseline,0,0,False,False,170.5,0,0.0,,,0,0.0,,2
1236,baseline,0,0,False,False,274.0,0,0.0,,,0,0.0,,0
1237,baseline,6,7,False,True,358.875,7,0.875,0.5,0.5,0,0.75,2,0
1238,baseline,5,7,False,True,379.125,7,0.875,14.0,14.0,0,0.625,50,1
1239,baseline,0,4,False,False,238.375,4,0.5,1.0,9.0,0,0.25,4,1
1240,baseline,0,4,False,False,354.5,4,0.5,0.03125,0.0703125,1,0.25,30,0
1241,baseline,3,8,True,True,245.5,8,1.0,0.2857142857142857,0.8428571428571429,0,0.375,14,0
1242,baseline,0,5,False,False,196.25,5,0.625,0.3333333333333333,0.4666666666666667,0,0.25,3,0
1243,baseline,0,1,False,False,284.25,1,0.125,0.945,0.945,0,0.125,0.22,1
1244,baseline,1,6,False,True,335.75,6,0.75,0.7333333333333333,0.9911111111111112,0,0.125,15,0
1245,baseline,0,1,False,False,154.375,1,0.125,0.803030303030303,0.803030303030303,0,0.125,520,1
1246,baseline,0,4,False,False,305.125,4,0.5,0.09900990099009901,0.2821782178217822,1,0.25,91,3
1247,baseline,0,3,False,False,384.375,3,0.375,0.03571428571428571,0.3095238095238095,1,0.125,512,0
1248,baseline,1,8,False,True,299.0,8,1.0,0.3333333333333333,0.6666666666666666,0,0.25,9,0
1249,baseline,0,1,False,False,372.25,1,0.125,0.34623655913978496,0.34623655913978496,0,0.125,1520,0
1250,baseline,1,7,False,True,455.375,7,0.875,0.5,1.0925925925925926,0,0.5,72,0
1251,baseline,0,0,False,False,241.375,0,0.0,,,0,0.0,,0
1252,baseline,0,4,False,False,212.375,4,0.5,1.0,4.25,0,0.125,38,1
1253,baseline,0,5,False,False,519.375,5,0.625,0.42857142857142855,4.114285714285714,0,0.125,800,0
1254,baseline,0,3,False,False,340.375,3,0.375,0.94,0.96,0,0.125,18,0
1255,baseline,8,8,True,True,214.625,8,1.0,,,0,1.0,360,0
1256,baseline,1,6,True,True,339.25,6,0.75,0.4,6.44,0,0.25,7,0
1257,baseline,3,7,False,True,266.375,7,0.875,0.09090909090909091,8.954545454545455,1,0.375,66,0
1258,baseline,0,1,False,False,195.125,1,0.125,2.0,2.0,0,0.125,12,0
1259,baseline,0,0,False,False,254.75,0,0.0,,,0,0.0,,1
1260,baseline,0,0,False,False,537.875,0,0.0,,,0,0.0,,0
1261,baseline,0,1,False,False,297.375,1,0.125,0.8646616541353384,0.8646616541353384,0,0.125,216,1
1262,baseline,2,2,False,True,365.5,2,0.25,,,0,0.25,50,0
1263,baseline,0,2,False,False,232.125,2,0.25,0.5,0.625,0,0.125,75,0
1264,baseline,0,6,False,False,239.375,6,0.75,0.3333333333333333,18.333333333333332,0,0.125,60,0
1265,baseline,0,3,False,False,163.5,3,0.375,0.11538461538461539,0.4230769230769231,0,0.125,29,3
1266,baseline,0,0,False,False,211.5,0,0.0,,,0,0.0,,0
1267,baseline,0,7,False,False,302.25,7,0.875,0.4,1.342857142857143,0,0.5,150,0
1268,baseline,6,8,True,True,326.5,8,1.0,1.0,40.3,0,0.75,5,0
1269,baseline,0,0,False,False,428.25,0,0.0,,,0,0.0,,0
1270,baseline,0,1,False,False,331.875,1,0.125,13.0,13.0,0,0.125,42,0
1271,baseline,4,5,False,True,251.25,5,0.625,1.0,1.0,0,0.5,4,0
1272,baseline,5,5,True,True,241.5,5,0.625,,,0,0.625,6,0
1273,baseline,0,7,False,False,281.25,7,0.875,0.8838095238095238,0.932457142857143,0,0.25,1500,0
1274,baseline,0,0,False,False,218.125,0,0.0,,,0,0.0,,2
1275,baseline,0,0,False,False,117.25,0,0.0,,,0,0.0,,4
1276,baseline,0,1,False,False,107.875,1,0.125,0.47058823529411764,0.47058823529411764,0,0.125,135,1
1277,baseline,3,4,False,True,159.625,4,0.5,0.2857142857142857,0.2857142857142857,0,0.375,700,2
1278,baseline,0,3,False,False,170.875,3,0.375,0.4,0.4000000000000001,0,0.375,3,1
1279,baseline,0,8,False,False,307.0,8,1.0,0.28,0.6575,0,0.375,27,0
1280,baseline,2,8,False,True,232.375,8,1.0,1.0,4.583333333333333,0,0.25,4,0
1281,baseline,0,5,False,False,234.75,5,0.625,0.2,0.32,0,0.375,150,0
1282,baseline,0,0,False,False,369.625,0,0.0,,,0,0.0,,2
1283,baseline,0,5,False,False,372.875,6,0.75,0.6666666666666666,1.096,0,0.125,.24,0
1284,baseline,1,3,False,True,170.25,3,0.375,0.8076923076923077,0.891025641025641,0,0.125,5,1
1285,baseline,2,3,False,True,397.625,3,0.375,0.9375,0.9375,0,0.25,16,0
1286,baseline,0,4,False,False,345.375,4,0.5,0.6,0.65625,0,0.25,64,1
1287,baseline,0,0,False,False,112.625,0,0.0,,,0,0.0,,2
1288,baseline,0,1,False,False,114.875,1,0.125,0.6666666666666666,0.6666666666666666,0,0.125,20,1
1289,baseline,0,6,False,False,276.75,6,0.75,0.02,1.2833333333333334,1,0.25,1440,0
1290,baseline,0,1,False,False,402.75,1,0.125,0.17647058823529413,0.17647058823529413,0,0.125,200,2
1291,baseline,0,4,False,False,220.75,4,0.5,0.125,4.125,0,0.125,64,0
1292,baseline,0,4,False,False,213.625,4,0.5,0.3212669683257919,15.473755656108597,0,0.125,673000,2
1293,baseline,1,6,True,True,422.875,6,0.75,2.5,67.3,0,0.25,320,0
1294,baseline,0,0,False,False,271.625,0,0.0,,,0,0.0,,3
1295,baseline,2,5,False,True,256.875,5,0.625,0.41025641025641024,0.5854700854700855,0,0.25,46,1
1296,baseline,0,8,False,False,299.75,8,1.0,0.16666666666666666,0.203125,0,0.875,200,0
1297,baseline,0,4,False,False,298.125,4,0.5,0.14285714285714285,0.21428571428571425,0,0.25,5,1
1298,baseline,0,1,False,False,262.625,1,0.125,2.5,2.5,0,0.125,42,1
1299,baseline,4,5,False,True,262.875,5,0.625,0.4,0.4,0,0.5,100,0
1300,baseline,0,0,False,False,184.875,0,0.0,,,0,0.0,,3
1301,baseline,0,6,False,False,299.375,6,0.75,0.16666666666666666,0.2870370370370371,0,0.625,75,0
1302,baseline,0,3,False,False,253.125,3,0.375,2.5,9.222222222222223,0,0.125,515,1
1303,baseline,0,0,False,False,332.625,0,0.0,,,0,0.0,,0
1304,baseline,0,3,False,False,263.75,3,0.375,1.9565217391304348,2.0869565217391304,0,0.125,75,0
1305,baseline,3,7,False,True,281.25,7,0.875,0.8,2.6,0,0.375,30,0
1306,baseline,0,5,False,False,467.375,5,0.625,0.07692307692307693,0.5692307692307692,1,0.25,7,0
1307,baseline,0,6,False,False,336.75,6,0.75,0.34615384615384615,0.6602564102564102,0,0.375,25,1
1308,baseline,0,0,False,False,178.375,0,0.0,,,0,0.0,,1
1309,baseline,0,2,False,False,432.75,2,0.25,0.17391304347826086,0.17391304347826086,0,0.25,162,0
1310,baseline,0,7,False,False,410.0,7,0.875,0.09090909090909091,0.8095238095238096,1,0.25,36,0
1311,baseline,0,2,False,False,456.0,3,0.375,0.20588235294117646,0.625,0,0.125,-3,0
1312,baseline,0,2,False,False,282.0,2,0.25,2.3333333333333335,5.333333333333334,0,0.125,10,0
1313,baseline,3,5,True,True,292.875,5,0.625,1.4285714285714286,2.5357142857142856,0,0.375,14,0
1314,baseline,0,2,False,False,234.0,2,0.25,3.7142857142857144,21.071428571428573,0,0.125,276,1
1315,baseline,1,5,False,True,311.625,5,0.625,0.625,1.3125,0,0.25,6,0
1316,baseline,0,0,False,False,215.375,0,0.0,,,0,0.0,,0
1317,baseline,0,0,False,False,486.375,0,0.0,,,0,0.0,,0
1318,baseline,0,0,False,False,394.0,0,0.0,,,0,0.0,,0
0,separate_a,0,1,False,False,355.75,1,0.125,0.6513761467889908,0.6513761467889908,0,0.125,180,0
1,separate_a,0,0,False,False,216.5,0,0.0,,,0,0.0,,1
2,separate_a,1,4,False,True,602.0,4,0.5,0.3076923076923077,0.3333333333333333,0,0.25,9,0
3,separate_a,5,7,False,True,1033.25,7,0.875,1.4,1.8,0,0.625,5,0
4,separate_a,0,7,False,False,1049.875,7,0.875,0.2,0.5542857142857143,0,0.25,35,0
5,separate_a,0,5,False,False,723.375,5,0.625,0.4690265486725664,0.7526548672566372,0,0.125,120,0
6,separate_a,0,5,False,False,786.75,5,0.625,0.046511627906976744,0.48372093023255813,1,0.125,45,0
7,separate_a,0,7,False,False,1010.375,7,0.875,0.17647058823529413,3.6890756302521015,0,0.25,18,0
8,separate_a,3,7,False,True,981.375,7,0.875,0.25,4.166666666666666,0,0.375,120,0
9,separate_a,0,6,False,False,1030.75,6,0.75,1.0,1.0,0,0.75,22,0
10,separate_a,0,4,False,False,709.625,4,0.5,0.35294117647058826,0.5,0,0.125,21,0
11,separate_a,6,8,True,True,1071.875,8,1.0,0.16666666666666666,0.16666666666666666,0,0.75,12,0
12,separate_a,0,3,False,False,540.875,3,0.375,0.7333333333333333,0.8444444444444444,0,0.125,4,2
13,separate_a,5,7,True,True,1022.0,7,0.875,0.5,0.5,0,0.625,24,0
14,separate_a,0,7,False,False,990.75,7,0.875,0.047619047619047616,1.2299319727891156,1,0.125,35,0
15,separate_a,5,6,True,True,974.5,6,0.75,0.08333333333333333,0.08333333333333333,1,0.625,120,0
